区分,品名,メーカー名
内用薬,バルサルタン８０ｍｇ錠,
内用薬,ディオバン錠８０ｍｇ,ノバルティス　ファーマ
内用薬,バルサルタン錠８０ｍｇ「ＦＦＰ」,共創未来ファーマ
内用薬,バルサルタン錠８０ｍｇ「ＴＣＫ」,辰巳化学
内用薬,バルサルタン錠８０ｍｇ「科研」,ダイト
内用薬,バルサルタン錠８０ｍｇ「ケミファ」,日本ケミファ
内用薬,バルサルタン錠８０ｍｇ「サンド」,サンド
内用薬,バルサルタン錠８０ｍｇ「タカタ」,高田製薬
内用薬,バルサルタン錠８０ｍｇ「ツルハラ」,鶴原製薬
内用薬,バルサルタン１６０ｍｇ錠,
内用薬,ディオバン錠１６０ｍｇ,ノバルティス　ファーマ
内用薬,バルサルタン錠１６０ｍｇ「科研」,ダイト
内用薬,ディオバンＯＤ錠２０ｍｇ,ノバルティス　ファーマ
内用薬,バルサルタンＯＤ錠２０ｍｇ「トーワ」,東和薬品
内用薬,バルサルタンＯＤ錠２０ｍｇ「ＴＣＫ」,辰巳化学
内用薬,バルサルタンＯＤ錠２０ｍｇ「科研」,ダイト
内用薬,バルサルタンＯＤ錠２０ｍｇ「日医工」,日医工
内用薬,バルサルタンＯＤ錠２０ｍｇ「ファイザー」,マイラン製薬
内用薬,バルサルタン４０ｍｇ口腔内崩壊錠,
内用薬,ディオバンＯＤ錠４０ｍｇ,ノバルティス　ファーマ
内用薬,バルサルタンＯＤ錠４０ｍｇ「科研」,ダイト
内用薬,バルサルタンＯＤ錠４０ｍｇ「日医工」,日医工
内用薬,バルサルタン８０ｍｇ口腔内崩壊錠,
内用薬,ディオバンＯＤ錠８０ｍｇ,ノバルティス　ファーマ
内用薬,バルサルタンＯＤ錠８０ｍｇ「科研」,ダイト
内用薬,バルサルタン１６０ｍｇ口腔内崩壊錠,
内用薬,ディオバンＯＤ錠１６０ｍｇ,ノバルティス　ファーマ
内用薬,バルサルタンＯＤ錠１６０ｍｇ「科研」,ダイト
内用薬,テルミサルタン２０ｍｇ錠,
内用薬,ミカルディス錠２０ｍｇ,日本ベーリンガーインゲルハイム
内用薬,テルミサルタン錠２０ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,テルミサルタン錠２０ｍｇ「ＪＧ」,日本ジェネリック
内用薬,テルミサルタン錠２０ｍｇ「ＴＣＫ」,辰巳化学
内用薬,テルミサルタン錠２０ｍｇ「ケミファ」,日本ケミファ
内用薬,テルミサルタン錠２０ｍｇ「トーワ」,東和薬品
内用薬,テルミサルタン錠２０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ
内用薬,テルミサルタン４０ｍｇ錠,
内用薬,ミカルディス錠４０ｍｇ,日本ベーリンガーインゲルハイム
内用薬,テルミサルタン錠４０ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,テルミサルタン錠４０ｍｇ「ＪＧ」,日本ジェネリック
内用薬,テルミサルタン錠４０ｍｇ「ＴＣＫ」,辰巳化学
内用薬,テルミサルタン錠４０ｍｇ「ケミファ」,日本ケミファ
内用薬,テルミサルタン錠４０ｍｇ「ツルハラ」,鶴原製薬
内用薬,テルミサルタン錠４０ｍｇ「トーワ」,東和薬品
内用薬,テルミサルタン錠４０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ
内用薬,テルミサルタン８０ｍｇ錠,
内用薬,ミカルディス錠８０ｍｇ,日本ベーリンガーインゲルハイム
内用薬,テルミサルタン錠８０ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,テルミサルタン錠８０ｍｇ「ＪＧ」,日本ジェネリック
内用薬,テルミサルタン錠８０ｍｇ「ＴＣＫ」,辰巳化学
内用薬,テルミサルタン錠８０ｍｇ「ケミファ」,日本ケミファ
内用薬,テルミサルタン錠８０ｍｇ「トーワ」,東和薬品
内用薬,テルミサルタン錠８０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ
内用薬,テルミサルタン２０ｍｇ口腔内崩壊錠,
内用薬,テルミサルタンＯＤ錠２０ｍｇ「トーワ」,東和薬品
内用薬,テルミサルタン４０ｍｇ口腔内崩壊錠,
内用薬,テルミサルタンＯＤ錠４０ｍｇ「トーワ」,東和薬品
内用薬,カルブロック錠８ｍｇ,第一三共
内用薬,アゼルニジピン錠８ｍｇ「ＪＧ」,日本ジェネリック
内用薬,アゼルニジピン錠８ｍｇ「ＮＰ」,ニプロ
内用薬,アゼルニジピン錠８ｍｇ「ＴＣＫ」,辰巳化学
内用薬,アゼルニジピン錠８ｍｇ「ＹＤ」,陽進堂
内用薬,アゼルニジピン錠８ｍｇ「ケミファ」,日本ケミファ
内用薬,アゼルニジピン錠８ｍｇ「タナベ」,ニプロＥＳファーマ
内用薬,アゼルニジピン錠８ｍｇ「テバ」,武田テバ薬品
内用薬,アゼルニジピン錠８ｍｇ「トーワ」,東和薬品
内用薬,アゼルニジピン錠８ｍｇ「日医工」,日医工
内用薬,アゼルニジピン錠８ｍｇ「ＢＭＤ」,ビオメディクス
内用薬,カルブロック錠１６ｍｇ,第一三共
内用薬,アゼルニジピン錠１６ｍｇ「ＪＧ」,日本ジェネリック
内用薬,アゼルニジピン錠１６ｍｇ「ＮＰ」,ニプロ
内用薬,アゼルニジピン錠１６ｍｇ「ＴＣＫ」,辰巳化学
内用薬,アゼルニジピン錠１６ｍｇ「ＹＤ」,陽進堂
内用薬,アゼルニジピン錠１６ｍｇ「ケミファ」,日本ケミファ
内用薬,アゼルニジピン錠１６ｍｇ「タナベ」,ニプロＥＳファーマ
内用薬,アゼルニジピン錠１６ｍｇ「テバ」,武田テバ薬品
内用薬,アゼルニジピン錠１６ｍｇ「トーワ」,東和薬品
内用薬,アゼルニジピン錠１６ｍｇ「日医工」,日医工
内用薬,アゼルニジピン錠１６ｍｇ「ＢＭＤ」,ビオメディクス
内用薬,オルメサルタンメドキソミル１０ｍｇ錠,
内用薬,オルメサルタン錠１０ｍｇ「ＪＧ」,日本ジェネリック
内用薬,オルメサルタン錠１０ｍｇ「ＴＣＫ」,辰巳化学
内用薬,オルメサルタン錠１０ｍｇ「ケミファ」,日本ケミファ
内用薬,オルメサルタンメドキソミル２０ｍｇ錠,
内用薬,オルメサルタン錠２０ｍｇ「ＪＧ」,日本ジェネリック
内用薬,オルメサルタン錠２０ｍｇ「ツルハラ」,鶴原製薬
内用薬,オルメサルタンメドキソミル５ｍｇ錠,
内用薬,オルメサルタン錠５ｍｇ「ＪＧ」,日本ジェネリック
内用薬,オルメサルタン錠５ｍｇ「ＴＣＫ」,辰巳化学
内用薬,オルメサルタン錠５ｍｇ「杏林」,キョーリンリメディオ
内用薬,オルメサルタン錠５ｍｇ「ケミファ」,日本ケミファ
内用薬,オルメサルタン錠５ｍｇ「ツルハラ」,鶴原製薬
内用薬,オルメサルタンメドキソミル４０ｍｇ錠,
内用薬,オルメサルタン錠４０ｍｇ「ＪＧ」,日本ジェネリック
内用薬,オルメサルタンメドキソミル１０ｍｇ口腔内崩壊錠,
内用薬,オルメテックＯＤ錠１０ｍｇ,第一三共
内用薬,オルメサルタンＯＤ錠１０ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,オルメサルタンＯＤ錠１０ｍｇ「トーワ」,東和薬品
内用薬,オルメサルタンＯＤ錠１０ｍｇ「オーハラ」,大原薬品工業
内用薬,オルメサルタンＯＤ錠１０ｍｇ「ＪＧ」,日本ジェネリック
内用薬,オルメサルタンメドキソミル２０ｍｇ口腔内崩壊錠,
内用薬,オルメテックＯＤ錠２０ｍｇ,第一三共
内用薬,オルメサルタンＯＤ錠２０ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,オルメサルタンＯＤ錠２０ｍｇ「トーワ」,東和薬品
内用薬,オルメサルタンＯＤ錠２０ｍｇ「オーハラ」,大原薬品工業
内用薬,オルメサルタンＯＤ錠２０ｍｇ「ＪＧ」,日本ジェネリック
内用薬,オルメサルタンメドキソミル４０ｍｇ口腔内崩壊錠,
内用薬,オルメテックＯＤ錠４０ｍｇ,第一三共
内用薬,オルメサルタンＯＤ錠４０ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,オルメサルタンＯＤ錠４０ｍｇ「トーワ」,東和薬品
内用薬,オルメサルタンＯＤ錠４０ｍｇ「ＪＧ」,日本ジェネリック
内用薬,オルメサルタンメドキソミル５ｍｇ口腔内崩壊錠,
内用薬,オルメテックＯＤ錠５ｍｇ,第一三共
内用薬,オルメサルタンＯＤ錠５ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,オルメサルタンＯＤ錠５ｍｇ「トーワ」,東和薬品
内用薬,セララ錠２５ｍｇ,ヴィアトリス製薬
内用薬,セララ錠５０ｍｇ,ヴィアトリス製薬
内用薬,セララ錠１００ｍｇ,ヴィアトリス製薬
内用薬,イルベサルタン５０ｍｇ錠,
内用薬,アバプロ錠５０ｍｇ,大日本住友製薬
内用薬,イルベタン錠５０ｍｇ,シオノギファーマ
内用薬,イルベサルタン錠５０ｍｇ「ＤＳＰＢ」,ＤＳファーマプロモ
内用薬,イルベサルタン錠５０ｍｇ「共創未来」,共創未来ファーマ
内用薬,イルベサルタン錠５０ｍｇ「ケミファ」,日本ケミファ
内用薬,イルベサルタン錠５０ｍｇ「サワイ」,沢井製薬
内用薬,イルベサルタン錠５０ｍｇ「トーワ」,東和薬品
内用薬,イルベサルタン錠５０ｍｇ「日医工」,日医工
内用薬,イルベサルタン錠５０ｍｇ「ＪＧ」,長生堂製薬
内用薬,イルベサルタン１００ｍｇ錠,
内用薬,アバプロ錠１００ｍｇ,大日本住友製薬
内用薬,イルベタン錠１００ｍｇ,シオノギファーマ
内用薬,イルベサルタン錠１００ｍｇ「ＤＳＰＢ」,ＤＳファーマプロモ
内用薬,イルベサルタン錠１００ｍｇ「オーハラ」,大原薬品工業
内用薬,イルベサルタン錠１００ｍｇ「共創未来」,共創未来ファーマ
内用薬,イルベサルタン錠１００ｍｇ「ケミファ」,日本ケミファ
内用薬,イルベサルタン錠１００ｍｇ「サワイ」,沢井製薬
内用薬,イルベサルタン錠１００ｍｇ「トーワ」,東和薬品
内用薬,イルベサルタン錠１００ｍｇ「ＪＧ」,長生堂製薬
内用薬,イルベサルタン２００ｍｇ錠,
内用薬,アバプロ錠２００ｍｇ,大日本住友製薬
内用薬,イルベタン錠２００ｍｇ,シオノギファーマ
内用薬,イルベサルタン錠２００ｍｇ「ＤＳＰＢ」,ＤＳファーマプロモ
内用薬,イルベサルタン錠２００ｍｇ「共創未来」,共創未来ファーマ
内用薬,イルベサルタン錠２００ｍｇ「ケミファ」,日本ケミファ
内用薬,イルベサルタン錠２００ｍｇ「サワイ」,沢井製薬
内用薬,イルベサルタン錠２００ｍｇ「トーワ」,東和薬品
内用薬,イルベサルタン錠２００ｍｇ「ＪＧ」,長生堂製薬
内用薬,イルベサルタン５０ｍｇ口腔内崩壊錠,
内用薬,イルベサルタンＯＤ錠５０ｍｇ「トーワ」,東和薬品
内用薬,イルベサルタンＯＤ錠５０ｍｇ「ＪＧ」,日本ジェネリック
内用薬,イルベサルタンＯＤ錠１００ｍｇ「トーワ」,東和薬品
内用薬,イルベサルタンＯＤ錠１００ｍｇ「ＪＧ」,日本ジェネリック
内用薬,イルベサルタンＯＤ錠１００ｍｇ「オーハラ」,大原薬品工業
内用薬,イルベサルタンＯＤ錠２００ｍｇ「トーワ」,東和薬品
内用薬,イルベサルタンＯＤ錠２００ｍｇ「ＪＧ」,日本ジェネリック
内用薬,イルベサルタンＯＤ錠２００ｍｇ「オーハラ」,大原薬品工業
内用薬,ラジレス錠１５０ｍｇ,オーファンパシフィック
内用薬,アジルバ顆粒１％,武田薬品工業
内用薬,アジルバ錠２０ｍｇ,武田薬品工業
内用薬,アジルバ錠４０ｍｇ,武田薬品工業
内用薬,アジルバ錠１０ｍｇ,武田薬品工業
内用薬,ミネブロ錠１．２５ｍｇ,第一三共
内用薬,ミネブロ錠２．５ｍｇ,第一三共
内用薬,ミネブロ錠５ｍｇ,第一三共
内用薬,ロサルタンカリウム・ヒドロクロロチアジドＬＤ錠,
内用薬,プレミネント配合錠ＬＤ,オルガノン
内用薬,ロサルヒド配合錠ＬＤ「ＥＥ」,エルメッド
内用薬,ロサルヒド配合錠ＬＤ「ＦＦＰ」,共創未来ファーマ
内用薬,ロサルヒド配合錠ＬＤ「ＴＣＫ」,辰巳化学
内用薬,ロサルヒド配合錠ＬＤ「科研」,ダイト
内用薬,ロサルヒド配合錠ＬＤ「ケミファ」,日本ケミファ
内用薬,ロサルヒド配合錠ＬＤ「ツルハラ」,鶴原製薬
内用薬,ロサルヒド配合錠ＬＤ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ
内用薬,ロサルヒド配合錠ＬＤ「テバ」,武田テバファーマ
内用薬,ロサルタンカリウム・ヒドロクロロチアジドＨＤ錠,
内用薬,プレミネント配合錠ＨＤ,オルガノン
内用薬,ロサルヒド配合錠ＨＤ「ＥＥ」,エルメッド
内用薬,ロサルヒド配合錠ＨＤ「ＫＮ」,小林化工
内用薬,ロサルヒド配合錠ＨＤ「三和」,三和化学研究所
内用薬,ロサルヒド配合錠ＨＤ「テバ」,武田テバファーマ
内用薬,ロサルヒド配合錠ＨＤ「ＥＰ」,第一三共エスファ
内用薬,ロサルヒド配合錠ＨＤ「ＦＦＰ」,共創未来ファーマ
内用薬,ロサルヒド配合錠ＨＤ「ＴＣＫ」,辰巳化学
内用薬,ロサルヒド配合錠ＨＤ「アメル」,共和薬品工業
内用薬,ロサルヒド配合錠ＨＤ「科研」,ダイト
内用薬,ロサルヒド配合錠ＨＤ「ケミファ」,日本ケミファ
内用薬,ロサルヒド配合錠ＨＤ「タナベ」,ニプロＥＳファーマ
内用薬,ロサルヒド配合錠ＨＤ「トーワ」,東和薬品
内用薬,ロサルヒド配合錠ＨＤ「日医工」,日医工
内用薬,ロサルヒド配合錠ＨＤ「日新」,日新製薬（山形）
内用薬,ロサルヒド配合錠ＨＤ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ
内用薬,ロサルヒド配合錠ＨＤ「モチダ」,持田製薬販売
内用薬,ロサルヒド配合錠ＨＤ「サワイ」,沢井製薬
内用薬,ロサルヒド配合錠ＨＤ「タカタ」,高田製薬
内用薬,ロサルヒド配合錠ＨＤ「ファイザー」,ファイザー
内用薬,ロサルヒド配合錠ＨＤ「ＮＰＩ」,日本薬品工業
内用薬,エカード配合錠ＬＤ,武田テバ薬品
内用薬,カデチア配合錠ＬＤ「あすか」,あすか製薬
内用薬,カデチア配合錠ＬＤ「テバ」,武田テバファーマ
内用薬,エカード配合錠ＨＤ,武田テバ薬品
内用薬,カデチア配合錠ＨＤ「あすか」,あすか製薬
内用薬,カデチア配合錠ＨＤ「テバ」,武田テバファーマ
内用薬,コディオ配合錠ＭＤ,ノバルティス　ファーマ
内用薬,バルヒディオ配合錠ＭＤ「サンド」,サンド
内用薬,バルヒディオ配合錠ＭＤ「テバ」,武田テバファーマ
内用薬,バルヒディオ配合錠ＭＤ「ＪＧ」,日本ジェネリック
内用薬,バルヒディオ配合錠ＭＤ「ＴＣＫ」,辰巳化学
内用薬,バルヒディオ配合錠ＭＤ「サワイ」,沢井製薬
内用薬,バルヒディオ配合錠ＭＤ「タナベ」,ニプロＥＳファーマ
内用薬,バルヒディオ配合錠ＭＤ「ツルハラ」,鶴原製薬
内用薬,バルヒディオ配合錠ＭＤ「トーワ」,東和薬品
内用薬,バルヒディオ配合錠ＭＤ「日医工」,日医工
